frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1488018346.434077000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.434240000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.434274000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.434388000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.434423000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.434625000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.434657000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.434771000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.434805000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.434991000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.435022000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.435100000	402	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.445888000	209	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.446666000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.446710000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.446884000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.446915000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.447094000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.447124000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.447244000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.447275000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.447493000	1143	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.459521000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.459658000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.459784000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.459907000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460032000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460146000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460273000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460387000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460500000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460624000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.460658000	260	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.483219000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.483265000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.483314000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.483324000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.485780000	209	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.486436000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.486487000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.486608000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.486642000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.486756000	1143	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.486883000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.499754000	209	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.500644000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.500674000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.500870000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.500902000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.501052000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.501127000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.501224000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.501254000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.501438000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.501488000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.501601000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.501632000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.501778000	1351	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.512619000	209	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.513383000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.513414000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.513602000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.513632000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.514813000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.514865000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.516144000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.516176000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.516381000	736	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.524043000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524178000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524302000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524426000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524548000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524665000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524790000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.524916000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.525032000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.525120000	1130	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.547352000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.547410000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.547449000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.547459000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.552111000	209	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.552763000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.552794000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.552952000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.552985000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.553063000	854	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.565981000	209	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.566870000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.566902000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.567069000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.567121000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.567273000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.567306000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.567430000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.567474000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.567663000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.567694000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.567815000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.568108000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.568549000	1114	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.579448000	209	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.580218000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.580250000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.580424000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.580453000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.580634000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.580664000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.580782000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.580813000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.580910000	1012	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.590708000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.590833000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.590957000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591080000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591201000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591324000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591447000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591563000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591684000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.591795000	1306	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.611299000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.611316000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.612144000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.612186000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.619113000	209	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.619764000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.619797000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.619958000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.619998000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.620073000	1035	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.632751000	209	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.633640000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.633670000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.633840000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.633871000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.634050000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.634081000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.634206000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.634245000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.634432000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.634477000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.634586000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.634622000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.634759000	1282	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.646989000	209	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.648079000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.648132000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.648325000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.648398000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.648537000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.648569000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.648745000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.648778000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.648985000	613	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.657167000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.657302000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.657435000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.657558000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.657672000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.657798000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.657910000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.658035000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.658152000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.658262000	1450	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.679118000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.679178000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.679188000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.681409000	60	c8:00:84:2a:39:51	ac:9b:0a:fc:2d:8e	192.168.100.5	192.168.3.11	64855	443											
1488018346.686919000	209	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.687627000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.688331000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.688898000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.688929000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.689025000	969	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.699785000	209	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.700660000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.700691000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.700897000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.700930000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.701078000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.701152000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.701252000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.701282000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.701464000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.701504000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.701627000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.701658000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.701769000	1114	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.712903000	209	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.713659000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.713689000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.713877000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.713909000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.714035000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.714067000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.714263000	1450	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.714293000	98	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5													
1488018346.714380000	507	ac:9b:0a:33:a4:82	c8:00:84:2a:39:51	192.168.3.13	192.168.100.5			51002	11442									
1488018346.726044000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726172000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726308000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726446000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726556000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726672000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726796000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.726910000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.727033000	1452	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.727100000	1146	ac:9b:0a:fc:2d:8e	c8:00:84:2a:39:51	192.168.3.11	192.168.100.5	443	64855											
1488018346.752585000	209	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.753235000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.753265000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.753433000	1450	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.753464000	98	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5													
1488018346.753560000	1051	10:4f:a8:7e:77:c5	c8:00:84:2a:39:51	192.168.3.12	192.168.100.5			51002	12436									
1488018346.766566000	209	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.767439000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
1488018346.767469000	98	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5													
1488018346.767667000	1450	10:4f:a8:70:22:7c	c8:00:84:2a:39:51	192.168.3.14	192.168.100.5			51002	13356									
